,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
41,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2002,2002,tonnes,49855.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
42,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2003,2003,tonnes,50063.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
43,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2004,2004,tonnes,53302.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
44,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2005,2005,tonnes,51980.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
45,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2006,2006,tonnes,48914.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
46,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2007,2007,tonnes,48225.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
47,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2008,2008,tonnes,46867.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
48,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2009,2009,tonnes,45847.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
49,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2010,2010,tonnes,44703.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
50,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2011,2011,tonnes,43753.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
51,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2012,2012,tonnes,40965.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
52,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2013,2013,tonnes,41465.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
53,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2014,2014,tonnes,41748.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
54,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2015,2015,tonnes,41098.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
55,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2016,2016,tonnes,41017.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
56,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2017,2017,tonnes,40601.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
57,QC,Crops,5000,World,5510,Production,800,Agave fibres nes,2018,2018,tonnes,40239.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
58,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1961,1961,tonnes,756588.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
59,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1962,1962,tonnes,436538.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
60,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1963,1963,tonnes,577518.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
61,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1964,1964,tonnes,631599.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
62,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1965,1965,tonnes,605077.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
63,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1966,1966,tonnes,606315.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
64,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1967,1967,tonnes,719378.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
65,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1968,1968,tonnes,709540.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
66,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1969,1969,tonnes,566655.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
67,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1970,1970,tonnes,676749.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
68,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1971,1971,tonnes,580612.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
69,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1972,1972,tonnes,700004.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
70,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1973,1973,tonnes,621331.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
71,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1974,1974,tonnes,855554.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
72,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1975,1975,tonnes,752361.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
73,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1976,1976,tonnes,930057.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
74,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1977,1977,tonnes,812282.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
75,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1978,1978,tonnes,904525.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
76,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1979,1979,tonnes,833748.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
77,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1980,1980,tonnes,919655.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
78,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1981,1981,tonnes,1231227.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
79,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1982,1982,tonnes,1045648.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
80,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1983,1983,tonnes,846642.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
81,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1984,1984,tonnes,1165867.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
82,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1985,1985,tonnes,1145592.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
83,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1986,1986,tonnes,976832.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
84,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1987,1987,tonnes,1251975.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
85,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1988,1988,tonnes,1141283.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
86,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1989,1989,tonnes,1273584.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
87,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1990,1990,tonnes,1315419.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
88,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1991,1991,tonnes,1287291.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
89,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1992,1992,tonnes,1318116.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
90,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1993,1993,tonnes,1275182.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
91,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1994,1994,tonnes,1384321.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
92,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1995,1995,tonnes,1047570.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
93,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1996,1996,tonnes,1292076.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
94,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1997,1997,tonnes,1592740.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
95,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1998,1998,tonnes,1310894.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
96,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",1999,1999,tonnes,1657150.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
97,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2000,2000,tonnes,1452206.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
98,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2001,2001,tonnes,1541913.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
99,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2002,2002,tonnes,1839124.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
100,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2003,2003,tonnes,1759987.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
101,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2004,2004,tonnes,1594305.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
102,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2005,2005,tonnes,1824627.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
103,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2006,2006,tonnes,2062078.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
104,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2007,2007,tonnes,2249552.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
105,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2008,2008,tonnes,2482861.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
106,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2009,2009,tonnes,2345221.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
107,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2010,2010,tonnes,2569793.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
108,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2011,2011,tonnes,3020210.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
109,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2012,2012,tonnes,2824871.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
110,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2013,2013,tonnes,2838962.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
111,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2014,2014,tonnes,2637275.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
112,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2015,2015,tonnes,2447193.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
113,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2016,2016,tonnes,2493303.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
114,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2017,2017,tonnes,2687810.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
115,QC,Crops,5000,World,5510,Production,221,"Almonds, with shell",2018,2018,tonnes,3182902.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
116,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1961,1961,tonnes,82455.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
117,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1962,1962,tonnes,90662.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
118,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1963,1963,tonnes,93901.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
119,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1964,1964,tonnes,89070.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
120,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1965,1965,tonnes,97260.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
121,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1966,1966,tonnes,94085.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
122,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1967,1967,tonnes,97590.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
123,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1968,1968,tonnes,116324.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
124,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1969,1969,tonnes,100479.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
125,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1970,1970,tonnes,93886.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
126,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1971,1971,tonnes,106783.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
127,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1972,1972,tonnes,108417.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
128,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1973,1973,tonnes,98420.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
129,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1974,1974,tonnes,107431.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
130,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1975,1975,tonnes,109487.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
131,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1976,1976,tonnes,135436.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
132,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1977,1977,tonnes,175047.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
133,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1978,1978,tonnes,166284.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
134,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1979,1979,tonnes,152468.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
135,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1980,1980,tonnes,173185.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
136,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1981,1981,tonnes,131810.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
137,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1982,1982,tonnes,157865.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
138,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1983,1983,tonnes,206165.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
139,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1984,1984,tonnes,164176.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
140,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1985,1985,tonnes,141664.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
141,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1986,1986,tonnes,170785.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
142,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1987,1987,tonnes,180891.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
143,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1988,1988,tonnes,276234.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
144,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1989,1989,tonnes,220249.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
145,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1990,1990,tonnes,232302.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
146,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1991,1991,tonnes,237787.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
147,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1992,1992,tonnes,429133.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
148,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1993,1993,tonnes,407779.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
149,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1994,1994,tonnes,299502.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
150,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1995,1995,tonnes,306850.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
151,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1996,1996,tonnes,333121.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
152,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1997,1997,tonnes,368682.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
153,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1998,1998,tonnes,436936.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
154,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",1999,1999,tonnes,406010.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
155,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2000,2000,tonnes,382767.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
156,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2001,2001,tonnes,479369.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
157,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2002,2002,tonnes,495211.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
158,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2003,2003,tonnes,569992.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
159,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2004,2004,tonnes,568128.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
160,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2005,2005,tonnes,556979.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
161,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2006,2006,tonnes,587024.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
162,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2007,2007,tonnes,698265.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
163,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2008,2008,tonnes,714714.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
164,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2009,2009,tonnes,728206.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
165,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2010,2010,tonnes,827246.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
166,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2011,2011,tonnes,953480.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
167,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2012,2012,tonnes,924025.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
168,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2013,2013,tonnes,907375.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
169,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2014,2014,tonnes,1000735.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
170,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2015,2015,tonnes,1076816.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
171,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2016,2016,tonnes,1156679.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
172,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2017,2017,tonnes,1172591.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
173,QC,Crops,5000,World,5510,Production,711,"Anise, badian, fennel, coriander",2018,2018,tonnes,1146610.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
174,QC,Crops,5000,World,5510,Production,515,Apples,1961,1961,tonnes,17053651.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
175,QC,Crops,5000,World,5510,Production,515,Apples,1962,1962,tonnes,21694110.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
176,QC,Crops,5000,World,5510,Production,515,Apples,1963,1963,tonnes,21009272.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
177,QC,Crops,5000,World,5510,Production,515,Apples,1964,1964,tonnes,22231724.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
